ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000163611	SPICE1	0.307222628300192	0.130385406749307	-0.416758826197555	0.341507501138232	0.318462938959645	0.327904312543176	0.70009059135295	-1.3177602379056	-1.24226966234547	-1.12070301344583	-0.730548524187318	-0.375159243520933	-0.90854632066155	-1.0171056169516	-1.2289089583263	-0.955976487670138	-1.14237952203536	-1.41445844660511	-0.914732024189659	-1.28329057321866	0.691576393299351	0.254146022388804	0.877681624102752	1.27390948418777	1.38573172511177	0.51398248049697	0.267144995552479	0.289612876110409	0.282127272678398	0.166549399139689	1.04669466103558	-0.542721796764705	-1.23089237463694	-0.365536929109357	-0.369953859942792	-0.838831892267672	0.555423526414262	0.890289736716597	-1.23233999492041	1.0592142936674	1.27155915296889	-0.387731932204716	1.33023965662633	0.883969053636077	0.601548731445305	0.523806909334971	0.385540077706606	-0.00234422505736883	0.132480702019563	0.696973106132592	1.12947160543446	1.28696147252016	1.06130167330447	-1.61187733463125
ENSG00000072858	SIDT1	-0.307354412618514	-0.0632283034093149	-0.648606082254974	-0.62250536416494	-0.484627415995587	-0.902866225907115	0.561190729164941	0.305844907407015	1.16828421740603	-0.565641516119529	2.90208761729714	2.94164049406966	1.78774837549594	1.77921990302468	0.60778444296042	1.23996054253465	-0.73918834151431	-0.797405030831994	0.372103635062161	0.18283549743218	0.728777634342861	-1.4199015090106	3.79470420738574	-0.425996206912036	0.00796300501001629	-0.527387972466325	0.815785046305016	-0.815510315558837	0.155797913648827	-0.879105812915638	0.0693045228727954	-1.03013717450478	-1.14301678240952	-0.643429060217873	-0.513252599559883	-1.07627968507307	0.661339804097857	1.26261747391258	-1.23199097324324	-0.323980766147709	-0.896698391648576	-0.832810067494633	2.07983074599896	1.467089080171	-0.503745785868672	-0.470741481827569	1.74509712135184	2.37826809002026	0.150695950352008	0.350485445113087	-0.488464412645648	-0.458356878725545	0.0158857126490181	0.684587985690283
ENSG00000163558	PRKCI	-0.0130296497858192	0.159150965314139	-0.70888470607124	0.493665923140113	0.314498816759257	0.519098026713144	0.56201860660235	-0.905989862927535	-0.494307750752752	-0.720656410190864	0.824451006075479	0.318366528598941	-0.54399469771044	-0.0207868197411753	-0.7072631432855	-0.535703929292244	-0.299860008668575	-1.06363654700686	-0.751182771439148	-1.10517337154182	0.0969522173751407	1.08313527276965	-0.401699902102605	0.710197691818982	0.728922872387304	0.168901870253065	0.0669876922875378	0.511161336051573	0.688487773982393	0.623958656709647	0.758064837882911	-0.765680222313881	-1.59394864634388	-0.332353139200774	0.338451737844867	-1.61622545006397	0.618877867428717	0.822397651407553	-0.982130407515574	0.807337690509321	1.03338907972496	-1.3172221082658	0.484247341904846	0.689845132319824	0.465474662125965	0.465245229616775	-0.136824869526801	-0.69365886240487	0.475756896209496	0.772794664098951	1.31090271014968	0.852237831581915	0.773753799106308	-2.35364551101442
ENSG00000136603	SKIL	0.224463537377501	0.585349061234322	-0.0875309983026003	1.19681896573636	1.04065161447007	0.904983409859585	0.181063977221929	-0.99797844595209	-0.94352699439026	-0.805348355013123	-1.23549721438833	-1.2982644257482	-0.881101385549068	-0.562590519797078	-0.888058087445632	-0.585695455540556	-0.928745960977222	-0.950246474003387	-0.257656692689192	-0.740188408252468	0.237711209271708	0.343745989235852	-0.411263036647342	0.520901264673204	0.62349767792623	-0.0594525110342603	-0.136517976873279	0.0634178185373542	0.0847297966302845	-0.0254122159699115	0.580618276834086	0.00820026995184321	-1.30799728074017	-0.467871234600168	0.0518735319224554	-0.514261202262936	1.30520874779258	0.162568519500392	-0.285053902033447	0.771407998385954	0.864319257276041	-1.19899781955137	1.0221181663996	0.636931752441923	-0.131017817192439	-0.116085690964081	0.507973833794654	-0.233789794038529	-0.120865650172878	0.435569511662984	1.02737993420377	0.604070473856304	0.7424062304086	-1.46706672184521
ENSG00000013297	CLDN11	0.683911570433669	1.63141348535452	-0.849110589253831	-1.0201662351762	0.302298687155897	-0.926968954943484	0.894914216183314	1.615350659596	0.242194511027283	1.62893419297204	0.203930135465916	0.757640154580147	1.03029721120679	0.872298840482927	2.2588438168508	1.6853691507951	0.862186102602169	1.95164979404904	2.9419726655616	2.48837251232089	1.13470833348569	2.92160740188494	-2.44886982367517	-0.333358132152239	-0.165832884276112	-0.00936031343135774	-0.409022075052736	-0.675973306850884	-0.616364297062225	-0.948661661642504	1.23941112027055	-0.471669683050831	-1.8130451276833	-0.7223515125018	-0.824178737601232	-1.86640153268703	0.0766328868202739	-0.382402865662027	-2.01635443318323	2.10950543205482	2.89586582640753	-2.25250240266331	1.47480020003396	0.949319513405698	-0.199044701740931	-0.436376185754202	-0.337321791313872	-1.16162235755345	-1.21397621919818	2.95469194001701	-1.14251584483488	0.375185726205589	0.606714078803971	-2.56622366871146
ENSG00000163110	PDLIM5	0.607858272084664	0.38102816842555	-0.536933609015033	1.37760270424032	1.26968016398565	1.39265150438298	0.744483825308897	-0.858618989894637	-1.00987164184289	-0.737092042487171	-1.86075605766991	-1.54369870638819	-1.24314021480097	-1.24496556166322	-1.37460066906988	-0.746533488976675	-0.766555061034116	-1.15897127173764	-0.945195300440939	-0.840942060567586	0.477698290667198	0.535191119597106	-1.15908885036629	0.527149642458998	0.479206515296938	0.423477856870855	-0.0983096690679274	0.246996847479687	0.539651429048761	0.366066282710648	0.873040827987415	1.23627363126906	0.766635479999314	-0.530563556066397	-0.550055318053831	-0.664043262843064	0.218626168405728	0.417091073774357	1.38969928236366	0.536776661620586	0.168735436645224	-1.3944950493288	-0.369378043766324	0.970212670523085	-0.243901620286462	0.0669863406554732	-0.244927931735101	-0.775034989308041	-0.558699527393258	-1.05140304102438	-0.0230117865943277	1.33291886258282	0.516038986542487	-2.26909154748357
ENSG00000168769	TET2	0.121002589148605	0.111521065601663	-0.477449910942165	0.36081111913194	0.280443739659405	0.151446488245941	0.154081997665337	-1.14991510580296	-1.24837581795075	-1.08958103622328	-0.938857096983235	-0.788732388167592	-1.09905077450452	-1.13963407327401	-1.11401755959918	-0.844501425976207	-1.09961410964916	-1.28964085211116	-0.529605735662083	-1.0151797956531	0.256242817698811	0.0380400399050713	1.39113634679161	0.993273916505617	0.941677237910801	0.0160415423128275	-0.0389710699026999	0.112466749870378	0.6852830838238	-0.00635952075432309	0.777580760223299	-0.666422465676708	-1.28505539840948	-0.680454352981872	-0.604452558218767	-1.12067698257365	0.837503914187177	0.509587993023719	-0.829309340265806	0.874228638877863	0.516523813990065	-1.02656059895615	0.611456948845847	0.330186397337606	1.06806055864081	1.04835088354885	0.28899283666008	0.764118415779326	-0.414323346432852	-1.00054862811337	0.460591854802142	0.950761576387962	1.07541279707589	0.736566380564206
ENSG00000164362	TERT	-0.144121946550354	-0.139983840585086	-0.145509332164326	-0.144231646592175	-0.138074565693023	-0.144974707784129	-0.135940160246632	-0.11240199065469	-0.0898124279615805	0.520939415488125	-0.14326948096521	-0.142000570568329	0.0285599700966977	-0.00790647954383282	-0.124318679341111	-0.0686880892577439	0.386475403144546	0.273254892837164	-0.131472012979719	0.186352098068865	-0.111978752923732	-0.146352830974173	0.419941954678431	-0.0777815578747258	-0.138491714704832	-0.0682526458794046	0.452451131366962	-0.143463907747057	0.114240125765407	-0.141124883850786	-0.111568675530811	-0.14719072589191	-0.147240773709184	-0.131579099050288	-0.151836095604447	-0.142416666609153	-0.100072200373662	-0.0491359737292452	-0.147612703376321	-0.141210240025896	-0.138908981983132	-0.145688073337106	-0.119130293834948	-0.102471365184139	0.0161400885051368	0.00734193400827454	0.619756228096466	0.526708820317623	0.118000984261458	1.75100533406165	-0.115026931709919	-0.128922092357816	-0.090868511771501	-0.0541052774339315
ENSG00000113430	IRX4	-0.461701680522945	-0.776812379844229	-0.821568329477918	-0.77579027332469	-0.7051927462029	-0.797220194058249	-0.778899760883141	-0.826468978506302	-0.831585160748973	-0.828236677584537	-0.835098022923876	-0.822597315813497	-0.828363823598324	-0.829054670661424	-0.828094558457458	-0.728795332056234	-0.793184962232114	-0.832753194216705	-0.812350770594315	-0.792060039689456	1.16427024881588	-0.713380137381046	-0.823522589760947	0.28785479699053	-0.754359719662767	-0.82017612668982	-0.82421056690149	-0.787692283504298	3.42204585095184	-0.795921879767878	-0.764186572986604	-0.748079850539686	2.05140260481688	-0.819781328114258	-0.651925423791543	-0.836423179502933	-0.805629672466827	2.82758273972829	-0.407038926913946	-0.813214210924336	-0.776052578012887	-0.823831793829981	0.0683980463900977	2.52924436880336	4.16066225232418	3.8970095720532	-0.813888600427246	-0.83291054722847	-0.813224654045794	0.36464354491245	-0.794983278771779	-0.809758755523355	2.60876067392075	-0.836743394848469
ENSG00000043143	JADE2	0.450190119057164	-0.149200904542808	0.544049740461549	0.427245947847655	0.585789826454699	0.75917265639686	0.772783744746466	-1.00459260784101	-0.549955824001453	-0.546201018506825	0.94847257188498	0.957455280133117	-0.081889789754621	-0.045156877916219	-0.800950861396091	-0.304086512863579	-0.387798486123692	-0.816521859321606	-0.151898692134492	-0.69455489255	0.292808750475617	0.404467892665528	0.965824876923443	0.600227086745028	0.942947174385235	0.432906433420035	-0.0854864915579626	0.668583941068077	-0.858108867190129	0.654038836519219	0.796186857535621	-0.811709254912157	-1.466352508591	-0.53821496998849	-0.44608112458656	-2.13561821335386	0.409397447348212	0.0189853747269511	-1.11744558282679	0.830518634581665	0.862896814637889	-0.930735984188181	0.508847948983718	0.470395717779343	-0.252048544157746	-0.0345136721715894	0.649521507158931	0.933052173351733	-0.136263817821576	-0.462276322193414	0.733346938444725	0.848726768587384	0.146797646184298	-0.55272791008492
