Category	GeneSet	N_genes	N_overlap	p	adjP	genes
DEG.down	Cells_EBV-transformed_lymphocytes	2063	17	0.13889182884461	1	ENSG00000110092:ENSG00000111057:ENSG00000005243:ENSG00000005884:ENSG00000005882:ENSG00000167642:ENSG00000115486:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000130584:ENSG00000206530:ENSG00000163558:ENSG00000136603:ENSG00000163110:ENSG00000164715:ENSG00000205356
DEG.down	Cervix_Ectocervix	2	0	1	1	
DEG.down	Cervix_Endocervix	5	0	1	1	
DEG.down	Colon_Sigmoid	1530	9	0.619763110422193	1	ENSG00000111057:ENSG00000167695:ENSG00000167642:ENSG00000167644:ENSG00000152256:ENSG00000130584:ENSG00000100290:ENSG00000072858:ENSG00000254087
DEG.down	Colon_Transverse	1404	5	0.943267821723224	1	ENSG00000167695:ENSG00000130584:ENSG00000013297:ENSG00000183807:ENSG00000167034
DEG.down	Esophagus_Gastroesophageal_Junction	1406	8	0.655515707663768	1	ENSG00000167695:ENSG00000141293:ENSG00000260027:ENSG00000167642:ENSG00000167645:ENSG00000013297:ENSG00000254087:ENSG00000181690
DEG.down	Esophagus_Mucosa	3122	16	0.837331724822984	1	ENSG00000170382:ENSG00000259207:ENSG00000178852:ENSG00000005243:ENSG00000141293:ENSG00000064300:ENSG00000121104:ENSG00000005882:ENSG00000197457:ENSG00000258366:ENSG00000130584:ENSG00000013297:ENSG00000043143:ENSG00000153814:ENSG00000180535:ENSG00000181690
DEG.down	Esophagus_Muscularis	1582	6	0.936170396277269	1	ENSG00000167695:ENSG00000260027:ENSG00000167642:ENSG00000167645:ENSG00000013297:ENSG00000254087
DEG.down	Fallopian_Tube	1	0	1	1	
DEG.down	Heart_Atrial_Appendage	7365	41	0.848198680861971	1	ENSG00000198625:ENSG00000149716:ENSG00000141252:ENSG00000167695:ENSG00000004897:ENSG00000259207:ENSG00000178852:ENSG00000141279:ENSG00000002919:ENSG00000173917:ENSG00000120093:ENSG00000182742:ENSG00000159202:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000167642:ENSG00000167641:ENSG00000167644:ENSG00000167645:ENSG00000115504:ENSG00000118640:ENSG00000091409:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000197114:ENSG00000203896:ENSG00000083937:ENSG00000206530:ENSG00000163611:ENSG00000163558:ENSG00000013297:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000205356:ENSG00000254087
DEG.down	Heart_Left_Ventricle	8514	47	0.891114267509375	1	ENSG00000133056:ENSG00000198625:ENSG00000149716:ENSG00000111057:ENSG00000141252:ENSG00000167695:ENSG00000004897:ENSG00000259207:ENSG00000141279:ENSG00000005243:ENSG00000002919:ENSG00000173917:ENSG00000120093:ENSG00000159202:ENSG00000159210:ENSG00000064300:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000167642:ENSG00000167641:ENSG00000167645:ENSG00000115504:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000101246:ENSG00000197114:ENSG00000203896:ENSG00000083937:ENSG00000206530:ENSG00000163611:ENSG00000163558:ENSG00000136603:ENSG00000013297:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000153814:ENSG00000164715:ENSG00000205356:ENSG00000167034:ENSG00000254087
DEG.down	Kidney_Cortex	5049	22	0.984490934904615	1	ENSG00000133056:ENSG00000198625:ENSG00000149716:ENSG00000141252:ENSG00000167695:ENSG00000004897:ENSG00000141279:ENSG00000005243:ENSG00000173868:ENSG00000121067:ENSG00000121104:ENSG00000115504:ENSG00000152256:ENSG00000101216:ENSG00000206530:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000153814:ENSG00000164715:ENSG00000205356:ENSG00000254087
DEG.down	Kidney_Medulla	0	0	1	1	
DEG.down	Liver	7196	44	0.595600097079849	1	ENSG00000133056:ENSG00000198625:ENSG00000149716:ENSG00000141252:ENSG00000167695:ENSG00000004897:ENSG00000259207:ENSG00000178852:ENSG00000141279:ENSG00000005243:ENSG00000002919:ENSG00000173917:ENSG00000120093:ENSG00000182742:ENSG00000136436:ENSG00000159202:ENSG00000159210:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000005882:ENSG00000167642:ENSG00000167641:ENSG00000115504:ENSG00000091409:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000101246:ENSG00000130584:ENSG00000083937:ENSG00000206530:ENSG00000163611:ENSG00000163558:ENSG00000136603:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000153814:ENSG00000164715:ENSG00000205356:ENSG00000254087
DEG.down	Lung	820	4	0.756606933314134	1	ENSG00000064300:ENSG00000005882:ENSG00000115504:ENSG00000180535
DEG.down	Minor_Salivary_Gland	1666	6	0.953879407468447	1	ENSG00000259207:ENSG00000167641:ENSG00000197457:ENSG00000130584:ENSG00000013297:ENSG00000153814
DEG.down	Muscle_Skeletal	6093	41	0.299910195237508	1	ENSG00000133056:ENSG00000198625:ENSG00000110092:ENSG00000149716:ENSG00000111057:ENSG00000141252:ENSG00000167695:ENSG00000259207:ENSG00000002919:ENSG00000173917:ENSG00000120093:ENSG00000260027:ENSG00000159202:ENSG00000064300:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000167641:ENSG00000167644:ENSG00000167645:ENSG00000115504:ENSG00000118640:ENSG00000091409:ENSG00000152256:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000101246:ENSG00000197114:ENSG00000203896:ENSG00000130584:ENSG00000206530:ENSG00000163611:ENSG00000163558:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000205356
DEG.down	Nerve_Tibial	784	6	0.362224840592108	1	ENSG00000170421:ENSG00000111057:ENSG00000152256:ENSG00000072858:ENSG00000167034:ENSG00000254087
DEG.down	Ovary	1429	12	0.17767158376805	1	ENSG00000133056:ENSG00000110092:ENSG00000170421:ENSG00000259207:ENSG00000005243:ENSG00000173917:ENSG00000120093:ENSG00000260027:ENSG00000064300:ENSG00000118640:ENSG00000091409:ENSG00000254087
DEG.down	Pancreas	8671	48	0.890057525480187	1	ENSG00000133056:ENSG00000198625:ENSG00000170382:ENSG00000110092:ENSG00000149716:ENSG00000141252:ENSG00000167695:ENSG00000004897:ENSG00000141279:ENSG00000005243:ENSG00000002919:ENSG00000173917:ENSG00000120093:ENSG00000182742:ENSG00000136436:ENSG00000159199:ENSG00000159202:ENSG00000159210:ENSG00000064300:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000167641:ENSG00000167644:ENSG00000167645:ENSG00000115504:ENSG00000014641:ENSG00000168899:ENSG00000152256:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000101246:ENSG00000197114:ENSG00000203896:ENSG00000125520:ENSG00000130584:ENSG00000083937:ENSG00000163611:ENSG00000163558:ENSG00000136603:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000183807:ENSG00000153814:ENSG00000254087
DEG.down	Pituitary	1752	9	0.773652505415364	1	ENSG00000133056:ENSG00000259207:ENSG00000005243:ENSG00000173868:ENSG00000005882:ENSG00000167641:ENSG00000091409:ENSG00000152256:ENSG00000100290
DEG.down	Prostate	698	1	0.988254791414444	1	ENSG00000182742
DEG.down	Skin_Not_Sun_Exposed_Suprapubic	2330	13	0.705561461161172	1	ENSG00000259207:ENSG00000178852:ENSG00000141293:ENSG00000182742:ENSG00000108511:ENSG00000167641:ENSG00000130584:ENSG00000072858:ENSG00000013297:ENSG00000183807:ENSG00000153814:ENSG00000205356:ENSG00000254087
DEG.down	Skin_Sun_Exposed_Lower_leg	2123	11	0.783325583160948	1	ENSG00000259207:ENSG00000178852:ENSG00000141293:ENSG00000182742:ENSG00000167641:ENSG00000130584:ENSG00000072858:ENSG00000013297:ENSG00000153814:ENSG00000180535:ENSG00000254087
DEG.down	Small_Intestine_Terminal_Ileum	1257	3	0.986827974251595	1	ENSG00000110092:ENSG00000005243:ENSG00000183807
DEG.down	Spleen	1930	10	0.77423776997681	1	ENSG00000167695:ENSG00000259207:ENSG00000005243:ENSG00000005882:ENSG00000115504:ENSG00000163558:ENSG00000013297:ENSG00000163110:ENSG00000137166:ENSG00000167034
DEG.down	Stomach	2290	11	0.858676883831572	1	ENSG00000170382:ENSG00000259207:ENSG00000064300:ENSG00000167645:ENSG00000152256:ENSG00000197457:ENSG00000130584:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000153814
DEG.down	Testis	2599	15	0.664775041630298	1	ENSG00000133056:ENSG00000110092:ENSG00000170421:ENSG00000259207:ENSG00000173917:ENSG00000121067:ENSG00000005884:ENSG00000167644:ENSG00000168899:ENSG00000197457:ENSG00000163110:ENSG00000168769:ENSG00000113430:ENSG00000043143:ENSG00000254087
DEG.down	Thyroid	976	5	0.733095135782221	1	ENSG00000260027:ENSG00000167641:ENSG00000072858:ENSG00000013297:ENSG00000167034
DEG.down	Uterus	788	4	0.728294641535574	1	ENSG00000167644:ENSG00000118640:ENSG00000072858:ENSG00000254087
DEG.down	Vagina	598	0	1	1	
DEG.down	Whole_Blood	6321	34	0.877580592050179	1	ENSG00000133056:ENSG00000149716:ENSG00000170421:ENSG00000111057:ENSG00000141252:ENSG00000004897:ENSG00000141279:ENSG00000005243:ENSG00000173917:ENSG00000136436:ENSG00000159199:ENSG00000159202:ENSG00000159210:ENSG00000121067:ENSG00000005884:ENSG00000005882:ENSG00000167641:ENSG00000167644:ENSG00000115504:ENSG00000014641:ENSG00000168906:ENSG00000115486:ENSG00000091409:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000101246:ENSG00000125520:ENSG00000083937:ENSG00000163558:ENSG00000136603:ENSG00000163110:ENSG00000137166:ENSG00000164715
DEG.twoside	Adipose_Subcutaneous	2996	13	0.946687894093894	1	ENSG00000170382:ENSG00000170421:ENSG00000004897:ENSG00000005243:ENSG00000141293:ENSG00000260027:ENSG00000167642:ENSG00000115504:ENSG00000091409:ENSG00000203896:ENSG00000072858:ENSG00000183807:ENSG00000167034
DEG.twoside	Adipose_Visceral_Omentum	2828	18	0.498498416637409	1	ENSG00000170421:ENSG00000111057:ENSG00000173917:ENSG00000120093:ENSG00000182742:ENSG00000108511:ENSG00000260027:ENSG00000120068:ENSG00000064300:ENSG00000167642:ENSG00000167641:ENSG00000167644:ENSG00000091409:ENSG00000130584:ENSG00000206530:ENSG00000013297:ENSG00000183807:ENSG00000164715
DEG.twoside	Adrenal_Gland	4198	30	0.22220297578829	1	ENSG00000133056:ENSG00000170382:ENSG00000180176:ENSG00000167695:ENSG00000178852:ENSG00000141293:ENSG00000173917:ENSG00000108511:ENSG00000260027:ENSG00000120068:ENSG00000121104:ENSG00000167641:ENSG00000167644:ENSG00000174562:ENSG00000115504:ENSG00000091409:ENSG00000197457:ENSG00000243509:ENSG00000203896:ENSG00000206530:ENSG00000163611:ENSG00000163558:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000137166:ENSG00000183807:ENSG00000185002:ENSG00000153814:ENSG00000205356
DEG.twoside	Artery_Aorta	3426	26	0.156364980414024	1	ENSG00000170382:ENSG00000110092:ENSG00000170421:ENSG00000259207:ENSG00000178852:ENSG00000005243:ENSG00000141293:ENSG00000173917:ENSG00000120093:ENSG00000182742:ENSG00000260027:ENSG00000121067:ENSG00000005884:ENSG00000167642:ENSG00000167641:ENSG00000179168:ENSG00000188766:ENSG00000167751:ENSG00000091409:ENSG00000258366:ENSG00000136603:ENSG00000013297:ENSG00000163110:ENSG00000137166:ENSG00000183807:ENSG00000153814
DEG.twoside	Artery_Coronary	2456	19	0.185182975427013	1	ENSG00000170382:ENSG00000110092:ENSG00000170421:ENSG00000111057:ENSG00000259207:ENSG00000005243:ENSG00000141293:ENSG00000173917:ENSG00000260027:ENSG00000064300:ENSG00000005884:ENSG00000167641:ENSG00000188766:ENSG00000072858:ENSG00000136603:ENSG00000163110:ENSG00000137166:ENSG00000167034:ENSG00000181690
DEG.twoside	Artery_Tibial	3921	31	0.0833364479331217	1	ENSG00000110092:ENSG00000170421:ENSG00000167695:ENSG00000004897:ENSG00000259207:ENSG00000005243:ENSG00000173917:ENSG00000120093:ENSG00000182742:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000005882:ENSG00000167641:ENSG00000167644:ENSG00000167645:ENSG00000118640:ENSG00000152256:ENSG00000197457:ENSG00000203896:ENSG00000130584:ENSG00000083937:ENSG00000136603:ENSG00000013297:ENSG00000163110:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000167034:ENSG00000254087
DEG.twoside	Bladder	831	4	0.765806455558374	1	ENSG00000170421:ENSG00000260027:ENSG00000121104:ENSG00000167641
DEG.twoside	Brain_Amygdala	8433	45	0.935742456390966	1	ENSG00000133056:ENSG00000198625:ENSG00000110092:ENSG00000149716:ENSG00000111057:ENSG00000167695:ENSG00000004897:ENSG00000141279:ENSG00000005243:ENSG00000002919:ENSG00000136436:ENSG00000159202:ENSG00000159210:ENSG00000064300:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000011332:ENSG00000167644:ENSG00000188766:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000101246:ENSG00000197114:ENSG00000125520:ENSG00000130584:ENSG00000083937:ENSG00000206530:ENSG00000163611:ENSG00000163558:ENSG00000136603:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000164715:ENSG00000183117:ENSG00000254087
DEG.twoside	Brain_Anterior_cingulate_cortex_BA24	7869	38	0.986582156879554	1	ENSG00000133056:ENSG00000198625:ENSG00000170382:ENSG00000110092:ENSG00000149716:ENSG00000167695:ENSG00000004897:ENSG00000005243:ENSG00000136436:ENSG00000173868:ENSG00000064300:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000011332:ENSG00000188766:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000152256:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000197114:ENSG00000125520:ENSG00000083937:ENSG00000206530:ENSG00000163611:ENSG00000072858:ENSG00000163558:ENSG00000136603:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000183117:ENSG00000254087
DEG.twoside	Brain_Caudate_basal_ganglia	7877	43	0.894090076479916	1	ENSG00000133056:ENSG00000198625:ENSG00000170382:ENSG00000180176:ENSG00000110092:ENSG00000149716:ENSG00000167695:ENSG00000004897:ENSG00000141279:ENSG00000005243:ENSG00000136436:ENSG00000159202:ENSG00000064300:ENSG00000121104:ENSG00000005884:ENSG00000011332:ENSG00000167644:ENSG00000115504:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000197114:ENSG00000125520:ENSG00000130584:ENSG00000083937:ENSG00000206530:ENSG00000163611:ENSG00000072858:ENSG00000163558:ENSG00000136603:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000183117:ENSG00000167034:ENSG00000254087
DEG.twoside	Brain_Cerebellar_Hemisphere	6629	40	0.631897519900878	1	ENSG00000170382:ENSG00000110092:ENSG00000170421:ENSG00000141252:ENSG00000005243:ENSG00000136436:ENSG00000173868:ENSG00000121067:ENSG00000005882:ENSG00000011332:ENSG00000167642:ENSG00000167641:ENSG00000167644:ENSG00000099338:ENSG00000188766:ENSG00000115504:ENSG00000118640:ENSG00000168899:ENSG00000091409:ENSG00000152256:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000197114:ENSG00000203896:ENSG00000130584:ENSG00000083937:ENSG00000163611:ENSG00000072858:ENSG00000163558:ENSG00000136603:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000164715:ENSG00000205356:ENSG00000183117
DEG.twoside	Brain_Cerebellum	6538	39	0.664074701167515	1	ENSG00000170382:ENSG00000110092:ENSG00000170421:ENSG00000141252:ENSG00000178852:ENSG00000005243:ENSG00000136436:ENSG00000005882:ENSG00000011332:ENSG00000167642:ENSG00000167641:ENSG00000167644:ENSG00000099338:ENSG00000188766:ENSG00000118640:ENSG00000168899:ENSG00000091409:ENSG00000152256:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000197114:ENSG00000203896:ENSG00000130584:ENSG00000083937:ENSG00000163611:ENSG00000072858:ENSG00000136603:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000164715:ENSG00000205356:ENSG00000183117:ENSG00000206579:ENSG00000181690
DEG.twoside	Brain_Cortex	7116	34	0.982997655403744	1	ENSG00000198625:ENSG00000170382:ENSG00000110092:ENSG00000111057:ENSG00000167695:ENSG00000004897:ENSG00000005243:ENSG00000136436:ENSG00000064300:ENSG00000121104:ENSG00000005884:ENSG00000011332:ENSG00000167644:ENSG00000188766:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000152256:ENSG00000101216:ENSG00000197457:ENSG00000125520:ENSG00000083937:ENSG00000163611:ENSG00000072858:ENSG00000163558:ENSG00000136603:ENSG00000163110:ENSG00000168769:ENSG00000137166:ENSG00000183807:ENSG00000164715:ENSG00000180535:ENSG00000183117:ENSG00000254087
DEG.twoside	Brain_Frontal_Cortex_BA9	6851	33	0.977614323396291	1	ENSG00000133056:ENSG00000198625:ENSG00000170382:ENSG00000110092:ENSG00000167695:ENSG00000005243:ENSG00000136436:ENSG00000064300:ENSG00000121104:ENSG00000005884:ENSG00000011332:ENSG00000188766:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000152256:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000197114:ENSG00000125520:ENSG00000206530:ENSG00000163611:ENSG00000072858:ENSG00000136603:ENSG00000163110:ENSG00000168769:ENSG00000137166:ENSG00000164715:ENSG00000183117:ENSG00000167034:ENSG00000206579:ENSG00000254087
DEG.twoside	Brain_Hippocampus	8348	42	0.977131211817846	1	ENSG00000198625:ENSG00000170382:ENSG00000110092:ENSG00000149716:ENSG00000111057:ENSG00000167695:ENSG00000004897:ENSG00000141279:ENSG00000005243:ENSG00000136436:ENSG00000159210:ENSG00000064300:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000005882:ENSG00000011332:ENSG00000167644:ENSG00000188766:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000101246:ENSG00000197114:ENSG00000125520:ENSG00000130584:ENSG00000083937:ENSG00000163611:ENSG00000163558:ENSG00000136603:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000183117:ENSG00000254087
DEG.twoside	Brain_Hypothalamus	7282	37	0.957044470640791	1	ENSG00000133056:ENSG00000198625:ENSG00000170382:ENSG00000180176:ENSG00000110092:ENSG00000170421:ENSG00000167695:ENSG00000005243:ENSG00000136436:ENSG00000064300:ENSG00000121104:ENSG00000005884:ENSG00000011332:ENSG00000167644:ENSG00000188766:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000152256:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000197114:ENSG00000125520:ENSG00000130584:ENSG00000163611:ENSG00000072858:ENSG00000163558:ENSG00000136603:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000137166:ENSG00000183807:ENSG00000183117:ENSG00000167034:ENSG00000254087
DEG.twoside	Brain_Nucleus_accumbens_basal_ganglia	7635	38	0.973687841962803	1	ENSG00000133056:ENSG00000198625:ENSG00000170382:ENSG00000180176:ENSG00000110092:ENSG00000149716:ENSG00000167695:ENSG00000004897:ENSG00000005243:ENSG00000136436:ENSG00000159202:ENSG00000064300:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000011332:ENSG00000167644:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000152256:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000197114:ENSG00000125520:ENSG00000130584:ENSG00000083937:ENSG00000206530:ENSG00000163611:ENSG00000136603:ENSG00000163110:ENSG00000168769:ENSG00000137166:ENSG00000183807:ENSG00000183117:ENSG00000167034:ENSG00000254087
DEG.twoside	Brain_Putamen_basal_ganglia	8427	43	0.971129564234569	1	ENSG00000133056:ENSG00000198625:ENSG00000110092:ENSG00000149716:ENSG00000167695:ENSG00000004897:ENSG00000141279:ENSG00000005243:ENSG00000136436:ENSG00000159202:ENSG00000159210:ENSG00000064300:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000011332:ENSG00000167644:ENSG00000115504:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000197114:ENSG00000125520:ENSG00000130584:ENSG00000083937:ENSG00000206530:ENSG00000163611:ENSG00000163558:ENSG00000136603:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000205356:ENSG00000183117:ENSG00000167034:ENSG00000254087
DEG.twoside	Brain_Spinal_cord_cervical_c-1	6158	33	0.878518048414129	1	ENSG00000170382:ENSG00000111057:ENSG00000167695:ENSG00000141279:ENSG00000108511:ENSG00000260027:ENSG00000120068:ENSG00000262039:ENSG00000121104:ENSG00000005884:ENSG00000005882:ENSG00000167641:ENSG00000167644:ENSG00000115504:ENSG00000091409:ENSG00000152256:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000197114:ENSG00000125520:ENSG00000130584:ENSG00000206530:ENSG00000163611:ENSG00000163558:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000164715:ENSG00000167034
DEG.twoside	Brain_Substantia_nigra	7766	45	0.767510835985129	1	ENSG00000198625:ENSG00000180176:ENSG00000149716:ENSG00000111057:ENSG00000167695:ENSG00000004897:ENSG00000141279:ENSG00000005243:ENSG00000136436:ENSG00000159202:ENSG00000262039:ENSG00000064300:ENSG00000121067:ENSG00000121104:ENSG00000005884:ENSG00000005882:ENSG00000011332:ENSG00000167641:ENSG00000167644:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000101216:ENSG00000197457:ENSG00000258366:ENSG00000101246:ENSG00000197114:ENSG00000125520:ENSG00000130584:ENSG00000206530:ENSG00000163611:ENSG00000163558:ENSG00000136603:ENSG00000013297:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000137166:ENSG00000183807:ENSG00000153814:ENSG00000164715:ENSG00000205356:ENSG00000183117:ENSG00000167034:ENSG00000254087
DEG.twoside	Breast_Mammary_Tissue	2340	11	0.876808980422687	1	ENSG00000173917:ENSG00000120093:ENSG00000260027:ENSG00000120068:ENSG00000064300:ENSG00000142515:ENSG00000091409:ENSG00000100290:ENSG00000163611:ENSG00000113430:ENSG00000183807
DEG.twoside	Cells_Cultured_fibroblasts	5399	32	0.663782447729236	1	ENSG00000198625:ENSG00000110092:ENSG00000170421:ENSG00000111057:ENSG00000167695:ENSG00000004897:ENSG00000259207:ENSG00000005243:ENSG00000173917:ENSG00000260027:ENSG00000159184:ENSG00000159210:ENSG00000064300:ENSG00000121104:ENSG00000005882:ENSG00000167642:ENSG00000167641:ENSG00000167644:ENSG00000167645:ENSG00000188766:ENSG00000115504:ENSG00000115486:ENSG00000118640:ENSG00000091409:ENSG00000203896:ENSG00000130584:ENSG00000206530:ENSG00000163558:ENSG00000013297:ENSG00000137166:ENSG00000254087:ENSG00000181690
DEG.twoside	Cells_EBV-transformed_lymphocytes	5896	34	0.738157681644193	1	ENSG00000133056:ENSG00000110092:ENSG00000111057:ENSG00000167695:ENSG00000004897:ENSG00000005243:ENSG00000002919:ENSG00000141293:ENSG00000121104:ENSG00000005884:ENSG00000005882:ENSG00000167642:ENSG00000167645:ENSG00000115486:ENSG00000118640:ENSG00000152256:ENSG00000197457:ENSG00000258366:ENSG00000243509:ENSG00000203896:ENSG00000130584:ENSG00000100290:ENSG00000206530:ENSG00000163611:ENSG00000072858:ENSG00000163558:ENSG00000136603:ENSG00000163110:ENSG00000168769:ENSG00000043143:ENSG00000164715:ENSG00000180535:ENSG00000205356:ENSG00000254087
DEG.twoside	Cervix_Ectocervix	189	0	1	1	
DEG.twoside	Cervix_Endocervix	1728	12	0.389613758045018	1	ENSG00000149716:ENSG00000173917:ENSG00000121067:ENSG00000167641:ENSG00000115486:ENSG00000091409:ENSG00000258366:ENSG00000243509:ENSG00000101246:ENSG00000163611:ENSG00000183807:ENSG00000153814
DEG.twoside	Colon_Sigmoid	2794	26	0.0207281242793196	1	ENSG00000170382:ENSG00000111057:ENSG00000167695:ENSG00000259207:ENSG00000005243:ENSG00000173917:ENSG00000120093:ENSG00000182742:ENSG00000108511:ENSG00000260027:ENSG00000159182:ENSG00000159184:ENSG00000064300:ENSG00000121067:ENSG00000121104:ENSG00000167642:ENSG00000167641:ENSG00000167644:ENSG00000115504:ENSG00000152256:ENSG00000130584:ENSG00000100290:ENSG00000072858:ENSG00000153814:ENSG00000206579:ENSG00000254087
DEG.twoside	Colon_Transverse	2532	25	0.0117834750255605	0.636307651380269	ENSG00000170382:ENSG00000183734:ENSG00000170421:ENSG00000111057:ENSG00000167695:ENSG00000259207:ENSG00000173917:ENSG00000120093:ENSG00000182742:ENSG00000108511:ENSG00000260027:ENSG00000120068:ENSG00000159182:ENSG00000159184:ENSG00000170703:ENSG00000167080:ENSG00000167644:ENSG00000174562:ENSG00000142515:ENSG00000091409:ENSG00000130584:ENSG00000100290:ENSG00000013297:ENSG00000183807:ENSG00000167034
DEG.twoside	Esophagus_Gastroesophageal_Junction	2422	18	0.244331786357581	1	ENSG00000170421:ENSG00000167695:ENSG00000005243:ENSG00000141293:ENSG00000173917:ENSG00000120093:ENSG00000182742:ENSG00000260027:ENSG00000121067:ENSG00000167642:ENSG00000167641:ENSG00000167645:ENSG00000115504:ENSG00000013297:ENSG00000153814:ENSG00000206579:ENSG00000254087:ENSG00000181690
DEG.twoside	Esophagus_Mucosa	4877	24	0.930886621704941	1	ENSG00000170382:ENSG00000110092:ENSG00000111057:ENSG00000167695:ENSG00000259207:ENSG00000178852:ENSG00000005243:ENSG00000141293:ENSG00000064300:ENSG00000121104:ENSG00000005882:ENSG00000167642:ENSG00000167644:ENSG00000118640:ENSG00000197457:ENSG00000258366:ENSG00000130584:ENSG00000100290:ENSG00000013297:ENSG00000113430:ENSG00000043143:ENSG00000153814:ENSG00000180535:ENSG00000181690
DEG.twoside	Esophagus_Muscularis	2625	17	0.46992826446923	1	ENSG00000170421:ENSG00000167695:ENSG00000259207:ENSG00000005243:ENSG00000173917:ENSG00000120093:ENSG00000182742:ENSG00000260027:ENSG00000121067:ENSG00000167642:ENSG00000167641:ENSG00000167645:ENSG00000115504:ENSG00000013297:ENSG00000153814:ENSG00000206579:ENSG00000254087
DEG.twoside	Fallopian_Tube	452	2	0.77593904955081	1	ENSG00000260027:ENSG00000101216
